1	377145	0	0
1	1144250	0	1
1	298660	0	1
1	7721125	1	0
2	756	0	0
2	2022720	0	0
2	1634	0	0
2	652534	0	0
2	245168	0	0
2	309379	0	0
2	26565	0	0
2	21	0	0
2	14490	0	0
2	372	0	0
2	30135	0	0
2	4211520	1	0
2	113993	0	0
2	588	0	0
2	32721	0	0
2	2352	0	0
2	274266	0	1
2	22098	0	0
2	111128	0	1
2	110519	0	0
3	73514	0	0
3	447450	0	1
3	9922	0	0
3	309644	0	0
3	900	0	0
3	46563	0	0
3	2296928	1	0
4	261495	0	1
4	305760	0	1
4	56112	0	0
4	226352	0	0
4	4373290	1	0
5	442980	0	1
5	335320	0	1
5	409978	0	1
5	6416592	1	0
5	95473	0	0
5	157248	0	0
5	28438	0	0
5	17724	0	0
5	57768	0	0
5	5488	0	0
6	146608	0	0
6	168804	0	1
6	1133424	0	1
6	354750	0	1
6	318402	0	1
6	387450	0	1
6	85239	0	0
6	7605325	1	0
7	190138	0	0
7	214928	0	0
7	635628	0	0
7	1394628	1	1
7	485917	0	1
7	103446	0	0
7	604200	0	0
7	96220	0	0
7	31500	0	0
8	52332	0	0
8	164376	0	0
8	218612	0	0
8	18792	0	0
8	97560	0	0
8	641144	0	1
8	203764	0	0
8	214	0	0
8	1845792	1	0
8	155372	0	0
8	130384	0	0
9	322812	0	0
9	1725786	1	1
9	34111	0	0
9	159936	0	0
9	128772	0	0
10	34584	0	0
10	404340	0	1
10	673554	0	1
10	3423	0	0
10	529220	0	0
10	143468	0	0
10	7433493	1	0
11	69597	0	0
11	69296	0	0
11	1548	0	0
11	7980	0	0
11	20174	0	0
11	140744	0	0
11	170200	0	0
11	74921	0	0
11	627102	0	1
11	210	0	0
11	1170	0	0
11	145200	0	0
11	231648	0	0
11	6247602	1	0
11	77044	0	0
11	2112	0	0
12	268392	0	0
12	4004	0	0
12	66023	0	0
12	522548	0	1
12	75785	0	0
12	4116	0	0
12	1980	0	0
12	100352	0	0
12	2291910	1	0
13	32320	0	0
13	244542	0	0
13	339747	0	0
13	104013	0	0
13	264333	0	1
13	35994	0	0
13	7656	0	0
13	3528	0	0
13	342069	0	1
13	74550	0	0
13	3351504	1	0
14	398736	0	0
14	340607	0	0
14	2376	0	0
14	120930	0	0
14	423872	0	1
14	25810	0	0
14	155208	0	0
14	106080	0	0
14	5943	0	0
14	531468	1	0
14	119064	0	0
15	76400	0	0
15	171132	0	0
15	63504	0	0
15	204180	0	1
15	304720	0	1
15	44450	0	0
15	283440	0	0
15	60628	0	0
15	454727	0	0
15	464656	0	0
15	1144650	1	0
15	120125	0	0
16	1807960	1	0
16	28	0	0
16	172592	0	0
16	145678	0	0
16	76428	0	0
16	1208808	0	1
16	174879	0	0
16	28304	0	0
17	6163080	1	0
17	677350	0	0
17	7502	0	0
17	452472	0	1
17	408702	0	1
17	232652	0	1
17	4860	0	0
17	101650	0	0
18	120001	0	0
18	3773130	1	0
18	988368	0	1
18	259065	0	0
18	170118	0	0
19	106656	0	0
19	98172	0	0
19	45524	0	0
19	1408176	1	0
19	73357	0	1
19	543306	0	1
19	877824	0	0
19	185216	0	0
20	124914	0	0
20	38025	0	0
20	78400	0	0
20	64640	0	1
20	40280	0	0
20	560763	0	1
20	213256	0	0
20	5036488	1	0
20	91567	0	0
21	139236	0	0
21	1024	0	0
21	148056	0	0
21	543942	0	1
21	13534	0	0
21	660	0	0
21	9794	0	0
21	784	0	0
21	84344	0	0
21	161	0	0
21	5243864	1	0
22	48636	0	0
22	280016	0	0
22	3784	0	0
22	604304	0	1
22	1000272	1	1
22	164619	0	0
22	787952	0	0
